    #parametro     lambda_01     lambda_02     lambda_03
      4.239625     -0.000390     -0.203910    -11.035325
      4.239750     -0.000446     -0.203294    -11.036009
      4.239875     -0.000477     -0.202715    -11.036683
      4.240000     -0.000482     -0.202169    -11.037349
      4.240125     -0.000466     -0.201643    -11.038016
      4.240250     -0.000443     -0.201117    -11.038691
      4.240375     -0.000427     -0.200563    -11.039385
      4.240500     -0.000432     -0.199958    -11.040110
      4.240625     -0.000457     -0.199295    -11.040873
      4.240750     -0.000477     -0.198599    -11.041674
      4.240875     -0.000432     -0.197939    -11.042504
      4.241000     -0.000283     -0.197365    -11.043353
      4.241125     -0.000080     -0.196838    -11.044208
      4.241250      0.000107     -0.196299    -11.045058
      4.241375      0.000245     -0.195724    -11.045897
      4.241500      0.000328     -0.195109    -11.046719
      4.241625      0.000359     -0.194463    -11.047522
      4.241750      0.000348     -0.193795    -11.048303
      4.241875      0.000303     -0.193115    -11.049064
      4.242000      0.000234     -0.192432    -11.049803
      4.242125      0.000151     -0.191755    -11.050521
      4.242250      0.000063     -0.191096    -11.051217
      4.242375     -0.000020     -0.190462    -11.051893
      4.242500     -0.000090     -0.189862    -11.052548
      4.242625     -0.000140     -0.189302    -11.053184
      4.242750     -0.000171     -0.188777    -11.053802
      4.242875     -0.000192     -0.188275    -11.054408
      4.243000     -0.000216     -0.187773    -11.055011
      4.243125     -0.000253     -0.187244    -11.055628
      4.243250     -0.000300     -0.186671    -11.056278
      4.243375     -0.000320     -0.186075    -11.056981
      4.243500     -0.000247     -0.185514    -11.057740
      4.243625     -0.000073     -0.185007    -11.058545
      4.243750      0.000133     -0.184503    -11.059380
      4.243875      0.000310     -0.183958    -11.060226
      4.244000      0.000434     -0.183364    -11.061071
      4.244125      0.000505     -0.182726    -11.061904
      4.244250      0.000528     -0.182056    -11.062722
      4.244375      0.000510     -0.181364    -11.063520
      4.244500      0.000460     -0.180660    -11.064300
      4.244625      0.000389     -0.179953    -11.065061
      4.244750      0.000303     -0.179250    -11.065803
      4.244875      0.000214     -0.178561    -11.066528
      4.245000      0.000131     -0.177894    -11.067237
      4.245125      0.000064     -0.177257    -11.067932
      4.245250      0.000020     -0.176654    -11.068615
      4.245375      0.000001     -0.176086    -11.069290
      4.245500      0.000002     -0.175539    -11.069963
      4.245625      0.000012     -0.174995    -11.070642
      4.245750      0.000016     -0.174428    -11.071338
      4.245875     -0.000000     -0.173813    -11.072062
      4.246000     -0.000038     -0.173140    -11.072822
      4.246125     -0.000078     -0.172427    -11.073621
      4.246250     -0.000061     -0.171738    -11.074450
      4.246375      0.000057     -0.171133    -11.075300
      4.246500      0.000240     -0.170584    -11.076157
      4.246625      0.000416     -0.170031    -11.077010
      4.246750      0.000546     -0.169443    -11.077853
      4.246875      0.000620     -0.168817    -11.078678
      4.247000      0.000643     -0.168160    -11.079484
      4.247125      0.000622     -0.167480    -11.080268
      4.247250      0.000567     -0.166787    -11.081030
      4.247375      0.000487     -0.166092    -11.081770
      4.247500      0.000391     -0.165404    -11.082487
      4.247625      0.000289     -0.164732    -11.083183
      4.247750      0.000191     -0.164085    -11.083856
      4.247875      0.000107     -0.163474    -11.084508
      4.248000      0.000042     -0.162903    -11.085139
      4.248125     -0.000002     -0.162371    -11.085752
      4.248250     -0.000032     -0.161868    -11.086350
      4.248375     -0.000061     -0.161371    -11.086943
      4.248500     -0.000101     -0.160855    -11.087544
      4.248625     -0.000153     -0.160299    -11.088173
      4.248750     -0.000190     -0.159711    -11.088849
      4.248875     -0.000151     -0.159144    -11.089579
      4.249000     -0.000004     -0.158640    -11.090357
      4.249125      0.000197     -0.158157    -11.091165
      4.249250      0.000382     -0.157646    -11.091987
      4.249375      0.000520     -0.157088    -11.092807
      4.249500      0.000603     -0.156486    -11.093617
      4.249625      0.000637     -0.155851    -11.094411
      4.249750      0.000627     -0.155192    -11.095185
      4.249875      0.000583     -0.154518    -11.095940
      4.250000      0.000513     -0.153839    -11.096674
      4.250125      0.000426     -0.153163    -11.097388
      4.250250      0.000331     -0.152496    -11.098084
      4.250375      0.000236     -0.151848    -11.098763
      4.250500      0.000152     -0.151226    -11.099427
      4.250625      0.000087     -0.150636    -11.100076
      4.250750      0.000045     -0.150079    -11.100716
      4.250875      0.000022     -0.149546    -11.101351
      4.251000      0.000009     -0.149021    -11.101988
      4.251125     -0.000008     -0.148479    -11.102638
      4.251250     -0.000043     -0.147894    -11.103313
      4.251375     -0.000102     -0.147250    -11.104022
      4.251500     -0.000173     -0.146557    -11.104770
      4.251625     -0.000208     -0.145865    -11.105552
      4.251750     -0.000147     -0.145245    -11.106358
      4.251875     -0.000005     -0.144695    -11.107176
      4.252000      0.000149     -0.144155    -11.107993
      4.252125      0.000264     -0.143586    -11.108803
      4.252250      0.000325     -0.142977    -11.109598
      4.252375      0.000334     -0.142335    -11.110374
      4.252500      0.000297     -0.141667    -11.111130
      4.252625      0.000224     -0.140983    -11.111866
      4.252750      0.000124     -0.140294    -11.112580
      4.252875      0.000007     -0.139608    -11.113274
      4.253000     -0.000119     -0.138935    -11.113946
      4.253125     -0.000242     -0.138284    -11.114598
      4.253250     -0.000355     -0.137665    -11.115230
      4.253375     -0.000449     -0.137083    -11.115843
      4.253500     -0.000520     -0.136542    -11.116438
      4.253625     -0.000573     -0.136033    -11.117019
      4.253750     -0.000619     -0.135538    -11.117593
      4.253875     -0.000671     -0.135032    -11.118172
      4.254000     -0.000737     -0.134490    -11.118773
      4.254125     -0.000803     -0.133905    -11.119417
      4.254250     -0.000820     -0.133316    -11.120114
      4.254375     -0.000732     -0.132781    -11.120862
      4.254500     -0.000559     -0.132293    -11.121648
      4.254625     -0.000376     -0.131795    -11.122455
      4.254750     -0.000229     -0.131255    -11.123266
      4.254875     -0.000133     -0.130670    -11.124072
      4.255000     -0.000088     -0.130048    -11.124864
      4.255125     -0.000086     -0.129399    -11.125640
      4.255250     -0.000120     -0.128733    -11.126397
      4.255375     -0.000180     -0.128059    -11.127136
      4.255500     -0.000259     -0.127385    -11.127856
      4.255625     -0.000347     -0.126720    -11.128558
      4.255750     -0.000434     -0.126072    -11.129244
      4.255875     -0.000511     -0.125449    -11.129915
      4.256000     -0.000570     -0.124858    -11.130572
      4.256125     -0.000603     -0.124304    -11.131218
      4.256250     -0.000610     -0.123782    -11.131858
      4.256375     -0.000600     -0.123279    -11.132497
      4.256500     -0.000583     -0.122772    -11.133144
      4.256625     -0.000576     -0.122237    -11.133811
      4.256750     -0.000589     -0.121652    -11.134510
      4.256875     -0.000619     -0.121010    -11.135247
      4.257000     -0.000636     -0.120343    -11.136021
      4.257125     -0.000578     -0.119720    -11.136827
      4.257250     -0.000420     -0.119180    -11.137650
      4.257375     -0.000219     -0.118677    -11.138480
      4.257500     -0.000038     -0.118157    -11.139306
      4.257625      0.000094     -0.117599    -11.140120
      4.257750      0.000171     -0.117003    -11.140918
      4.257875      0.000200     -0.116377    -11.141698
      4.258000      0.000188     -0.115731    -11.142457
      4.258125      0.000144     -0.115072    -11.143197
      4.258250      0.000077     -0.114412    -11.143915
      4.258375     -0.000003     -0.113758    -11.144613
      4.258500     -0.000088     -0.113120    -11.145292
      4.258625     -0.000168     -0.112507    -11.145950
      4.258750     -0.000233     -0.111927    -11.146590
      4.258875     -0.000278     -0.111385    -11.147211
      4.259000     -0.000304     -0.110879    -11.147817
      4.259125     -0.000317     -0.110395    -11.148413
      4.259250     -0.000331     -0.109911    -11.149008
      4.259375     -0.000357     -0.109402    -11.149615
      4.259500     -0.000397     -0.108848    -11.150255
      4.259625     -0.000424     -0.108259    -11.150942
      4.259750     -0.000379     -0.107689    -11.151682
      4.259875     -0.000228     -0.107180    -11.152467
      4.260000     -0.000023     -0.106696    -11.153281
      4.260125      0.000168     -0.106186    -11.154107
      4.260250      0.000313     -0.105630    -11.154933
      4.260375      0.000405     -0.105031    -11.155748
      4.260500      0.000447     -0.104397    -11.156550
      4.260625      0.000447     -0.103739    -11.157333
      4.260750      0.000413     -0.103066    -11.158098
      4.260875      0.000355     -0.102386    -11.158844
      4.261000      0.000280     -0.101708    -11.159571
      4.261125      0.000197     -0.101040    -11.160282
      4.261250      0.000117     -0.100391    -11.160976
      4.261375      0.000048     -0.099767    -11.161656
      4.261500     -0.000001     -0.099177    -11.162322
      4.261625     -0.000025     -0.098621    -11.162979
      4.261750     -0.000028     -0.098093    -11.163630
      4.261875     -0.000017     -0.097576    -11.164282
      4.262000     -0.000008     -0.097046    -11.164946
      4.262125     -0.000013     -0.096480    -11.165632
      4.262250     -0.000040     -0.095857    -11.166353
      4.262375     -0.000078     -0.095185    -11.167112
      4.262500     -0.000084     -0.094508    -11.167908
      4.262625      0.000001     -0.093896    -11.168730
      4.262750      0.000173     -0.093355    -11.169567
      4.262875      0.000362     -0.092830    -11.170407
      4.263000      0.000517     -0.092277    -11.171240
      4.263125      0.000620     -0.091686    -11.172060
      4.263250      0.000671     -0.091059    -11.172862
      4.263375      0.000675     -0.090406    -11.173645
      4.263500      0.000642     -0.089735    -11.174407
      4.263625      0.000580     -0.089056    -11.175149
      4.263750      0.000497     -0.088377    -11.175870
      4.263875      0.000404     -0.087709    -11.176570
      4.264000      0.000310     -0.087060    -11.177251
      4.264125      0.000224     -0.086438    -11.177911
      4.264250      0.000154     -0.085852    -11.178552
      4.264375      0.000104     -0.085304    -11.179175
      4.264500      0.000075     -0.084791    -11.179784
      4.264625      0.000055     -0.084297    -11.180383
      4.264750      0.000033     -0.083800    -11.180984
      4.264875     -0.000002     -0.083273    -11.181600
      4.265000     -0.000049     -0.082702    -11.182250
      4.265125     -0.000077     -0.082102    -11.182946
      4.265250     -0.000027     -0.081531    -11.183692
      4.265375      0.000125     -0.081024    -11.184476
      4.265500      0.000324     -0.080540    -11.185284
      4.265625      0.000504     -0.080029    -11.186100
      4.265750      0.000637     -0.079476    -11.186911
      4.265875      0.000719     -0.078883    -11.187711
      4.266000      0.000752     -0.078258    -11.188493
      4.266125      0.000743     -0.077612    -11.189256
      4.266250      0.000702     -0.076952    -11.190000
      4.266375      0.000635     -0.076288    -11.190723
      4.266500      0.000552     -0.075626    -11.191426
      4.266625      0.000461     -0.074975    -11.192111
      4.266750      0.000371     -0.074343    -11.192778
      4.266875      0.000290     -0.073736    -11.193429
      4.267000      0.000228     -0.073162    -11.194065
      4.267125      0.000186     -0.072621    -11.194690
      4.267250      0.000165     -0.072107    -11.195308
      4.267375      0.000153     -0.071603    -11.195925
      4.267500      0.000139     -0.071087    -11.196552
      4.267625      0.000109     -0.070534    -11.197200
      4.267750      0.000056     -0.069927    -11.197879
      4.267875     -0.000009     -0.069270    -11.198597
      4.268000     -0.000044     -0.068606    -11.199349
      4.268125      0.000008     -0.068004    -11.200129
      4.268250      0.000146     -0.067472    -11.200923
      4.268375      0.000303     -0.066957    -11.201721
      4.268500      0.000428     -0.066416    -11.202512
      4.268625      0.000502     -0.065836    -11.203291
      4.268750      0.000526     -0.065222    -11.204053
      4.268875      0.000503     -0.064581    -11.204797
      4.269000      0.000443     -0.063923    -11.205520
      4.269125      0.000354     -0.063256    -11.206224
      4.269250      0.000245     -0.062588    -11.206907
      4.269375      0.000125     -0.061929    -11.207571
      4.269500      0.000003     -0.061287    -11.208216
      4.269625     -0.000113     -0.060670    -11.208842
      4.269750     -0.000214     -0.060086    -11.209450
      4.269875     -0.000294     -0.059538    -11.210042
      4.270000     -0.000354     -0.059026    -11.210620
      4.270125     -0.000399     -0.058536    -11.211189
      4.270250     -0.000442     -0.058050    -11.211758
      4.270375     -0.000494     -0.057543    -11.212339
      4.270500     -0.000560     -0.056993    -11.212947
      4.270625     -0.000625     -0.056402    -11.213598
      4.270750     -0.000640     -0.055813    -11.214297
      4.270875     -0.000558     -0.055280    -11.215038
      4.271000     -0.000398     -0.054794    -11.215807
      4.271125     -0.000228     -0.054306    -11.216591
      4.271250     -0.000091     -0.053782    -11.217377
      4.271375     -0.000002     -0.053218    -11.218155
      4.271500      0.000040     -0.052619    -11.218921
      4.271625      0.000040     -0.051995    -11.219671
      4.271750      0.000005     -0.051353    -11.220403
      4.271875     -0.000056     -0.050702    -11.221117
      4.272000     -0.000136     -0.050049    -11.221814
      4.272125     -0.000228     -0.049403    -11.222495
      4.272250     -0.000322     -0.048769    -11.223159
      4.272375     -0.000410     -0.048156    -11.223808
      4.272500     -0.000485     -0.047571    -11.224444
      4.272625     -0.000540     -0.047017    -11.225068
      4.272750     -0.000572     -0.046496    -11.225682
      4.272875     -0.000584     -0.045999    -11.226292
      4.273000     -0.000585     -0.045513    -11.226902
      4.273125     -0.000587     -0.045015    -11.227523
      4.273250     -0.000601     -0.044485    -11.228163
      4.273375     -0.000633     -0.043907    -11.228835
      4.273500     -0.000675     -0.043284    -11.229542
      4.273625     -0.000690     -0.042651    -11.230283
      4.273750     -0.000630     -0.042068    -11.231052
      4.273875     -0.000486     -0.041550    -11.231839
      4.274000     -0.000310     -0.041059    -11.232632
      4.274125     -0.000151     -0.040551    -11.233423
      4.274250     -0.000033     -0.040011    -11.234207
      4.274375      0.000041     -0.039437    -11.234979
      4.274500      0.000073     -0.038835    -11.235737
      4.274625      0.000069     -0.038213    -11.236481
      4.274750      0.000038     -0.037577    -11.237211
      4.274875     -0.000014     -0.036933    -11.237928
      4.275000     -0.000080     -0.036287    -11.238633
      4.275125     -0.000152     -0.035645    -11.239328
      4.275250     -0.000224     -0.035010    -11.240016
      4.275375     -0.000287     -0.034386    -11.240701
      4.275500     -0.000336     -0.033776    -11.241388
      4.275625     -0.000362     -0.033178    -11.242085
      4.275750     -0.000360     -0.032588    -11.242801
      4.275875     -0.000326     -0.031996    -11.243553
      4.276000     -0.000252     -0.031383    -11.244365
      4.276125     -0.000130     -0.030726    -11.245269
      4.276250      0.000060     -0.029992    -11.246318
      4.276375      0.000348     -0.029131    -11.247592
      4.276500      0.000790     -0.028060    -11.249231
      4.276625      0.001508     -0.026552    -11.251582
      4.276750      0.003085     -0.023353    -11.256482
      4.276875      0.002859     -0.024241    -11.255494
      4.277000      0.002139     -0.025668    -11.253471
      4.277125      0.002198     -0.026205    -11.253118
      4.277250      0.002518     -0.026500    -11.253268
      4.277375      0.002700     -0.026447    -11.253628
      4.277500      0.002675     -0.026086    -11.254089
      4.277625      0.002461     -0.025485    -11.254601
      4.277750      0.002113     -0.024726    -11.255137
      4.277875      0.001691     -0.023882    -11.255683
      4.278000      0.001241     -0.023010    -11.256231
      4.278125      0.000792     -0.022141    -11.256776
      4.278250      0.000359     -0.021295    -11.257314
      4.278375     -0.000063     -0.020466    -11.257846
      4.278500     -0.000502     -0.019621    -11.258377
      4.278625     -0.001026     -0.018679    -11.258920
      4.278750     -0.001784     -0.017470    -11.259495
      4.278875     -0.003718     -0.015031    -11.260126
      4.279000     -0.002502     -0.015671    -11.260827
      4.279125     -0.001700     -0.015833    -11.261592
      4.279250     -0.001146     -0.015705    -11.262399
      4.279375     -0.000710     -0.015441    -11.263224
      4.279500     -0.000396     -0.015057    -11.264048
      4.279625     -0.000190     -0.014576    -11.264858
      4.279750     -0.000076     -0.014027    -11.265648
      4.279875     -0.000031     -0.013430    -11.266414
      4.280000     -0.000039     -0.012806    -11.267154
      4.280125     -0.000083     -0.012172    -11.267870
      4.280250     -0.000147     -0.011543    -11.268560
      4.280375     -0.000216     -0.010934    -11.269225
      4.280500     -0.000274     -0.010359    -11.269867
      4.280625     -0.000309     -0.009829    -11.270487
      4.280750     -0.000315     -0.009346    -11.271088
      4.280875     -0.000300     -0.008899    -11.271677
      4.281000     -0.000279     -0.008457    -11.272264
      4.281125     -0.000272     -0.007986    -11.272867
      4.281250     -0.000291     -0.007455    -11.273504
      4.281375     -0.000314     -0.006874    -11.274186
      4.281500     -0.000263     -0.006326    -11.274910
      4.281625     -0.000082     -0.005884    -11.275659
      4.281750      0.000154     -0.005493    -11.276411
      4.281875      0.000351     -0.005080    -11.277146
      4.282000      0.000472     -0.004623    -11.277850
      4.282125      0.000515     -0.004129    -11.278511
      4.282250      0.000487     -0.003617    -11.279120
      4.282375      0.000402     -0.003105    -11.279672
      4.282500      0.000275     -0.002617    -11.280158
      4.282625      0.000122     -0.002178    -11.280569
      4.282750     -0.000035     -0.001818    -11.280897
      4.282875     -0.000172     -0.001568    -11.281135
      4.283000     -0.000271     -0.001451    -11.281279
      4.283125     -0.000332     -0.001457    -11.281336
      4.283250     -0.000388     -0.001527    -11.281334
      4.283375     -0.000479     -0.001568    -11.281328
      4.283500     -0.000570     -0.001557    -11.281373
      4.283625     -0.000470     -0.001678    -11.281477
      4.283750     -0.000196     -0.001954    -11.281600
      4.283875      0.000008     -0.002190    -11.281694
      4.284000      0.000073     -0.002343    -11.281730
      4.284125      0.000017     -0.002443    -11.281699
      4.284250     -0.000121     -0.002531    -11.281598
      4.284375     -0.000296     -0.002646    -11.281433
      4.284500     -0.000463     -0.002830    -11.281207
      4.284625     -0.000576     -0.003120    -11.280929
      4.284750     -0.000623     -0.003515    -11.280613
      4.284875     -0.000646     -0.003933    -11.280296
      4.285000     -0.000706     -0.004250    -11.280044
      4.285125     -0.000758     -0.004451    -11.279916
      4.285250     -0.000566     -0.004786    -11.279897
      4.285375     -0.000238     -0.005214    -11.279923
      4.285500     -0.000024     -0.005543    -11.279933
      4.285625      0.000038     -0.005767    -11.279896
      4.285750     -0.000016     -0.005933    -11.279801
      4.285875     -0.000140     -0.006088    -11.279647
      4.286000     -0.000285     -0.006277    -11.279437
      4.286125     -0.000404     -0.006546    -11.279175
      4.286250     -0.000457     -0.006923    -11.278870
      4.286375     -0.000457     -0.007375    -11.278544
      4.286500     -0.000465     -0.007788    -11.278247
      4.286625     -0.000517     -0.008056    -11.278052
      4.286750     -0.000458     -0.008303    -11.277989
      4.286875     -0.000139     -0.008727    -11.278010
      4.287000      0.000169     -0.009124    -11.278045
      4.287125      0.000322     -0.009400    -11.278047
      4.287250      0.000335     -0.009589    -11.277996
      4.287375      0.000250     -0.009739    -11.277886
      4.287500      0.000115     -0.009897    -11.277718
      4.287625     -0.000020     -0.010109    -11.277496
      4.287750     -0.000108     -0.010417    -11.277226
      4.287875     -0.000130     -0.010824    -11.276921
      4.288000     -0.000130     -0.011253    -11.276617
      4.288125     -0.000170     -0.011577    -11.276378
      4.288250     -0.000213     -0.011771    -11.276266
      4.288375     -0.000019     -0.012086    -11.276270
      4.288500      0.000316     -0.012494    -11.276322
      4.288625      0.000532     -0.012797    -11.276359
      4.288750      0.000590     -0.012990    -11.276350
      4.288875      0.000527     -0.013119    -11.276283
      4.289000      0.000390     -0.013234    -11.276157
      4.289125      0.000228     -0.013380    -11.275973
      4.289250      0.000092     -0.013605    -11.275737
      4.289375      0.000018     -0.013937    -11.275456
      4.289500     -0.000003     -0.014343    -11.275154
      4.289625     -0.000036     -0.014709    -11.274881
      4.289750     -0.000112     -0.014930    -11.274708
      4.289875     -0.000071     -0.015138    -11.274666
      4.290000      0.000230     -0.015526    -11.274704
      4.290125      0.000512     -0.015886    -11.274752
      4.290250      0.000642     -0.016129    -11.274762
      4.290375      0.000632     -0.016292    -11.274715
      4.290500      0.000529     -0.016425    -11.274604
      4.290625      0.000380     -0.016573    -11.274432
      4.290750      0.000234     -0.016785    -11.274200
      4.290875      0.000139     -0.017100    -11.273914
      4.291000      0.000110     -0.017520    -11.273590
      4.291125      0.000102     -0.017964    -11.273263
      4.291250      0.000050     -0.018301    -11.272999
      4.291375      0.000001     -0.018517    -11.272859
      4.291500      0.000189     -0.018862    -11.272827
      4.291625      0.000501     -0.019289    -11.272837
      4.291750      0.000682     -0.019605    -11.272827
      4.291875      0.000698     -0.019807    -11.272766
      4.292000      0.000587     -0.019944    -11.272644
      4.292125      0.000398     -0.020064    -11.272460
      4.292250      0.000181     -0.020215    -11.272216
      4.292375     -0.000011     -0.020445    -11.271919
      4.292500     -0.000141     -0.020783    -11.271577
      4.292625     -0.000220     -0.021191    -11.271214
      4.292750     -0.000311     -0.021556    -11.270883
      4.292875     -0.000443     -0.021776    -11.270656
      4.293000     -0.000444     -0.021996    -11.270560
      4.293125     -0.000188     -0.022394    -11.270544
      4.293250      0.000043     -0.022756    -11.270537
      4.293375      0.000123     -0.023002    -11.270495
      4.293500      0.000068     -0.023169    -11.270399
      4.293625     -0.000076     -0.023306    -11.270244
      4.293750     -0.000261     -0.023459    -11.270030
      4.293875     -0.000437     -0.023675    -11.269763
      4.294000     -0.000558     -0.023995    -11.269448
      4.294125     -0.000609     -0.024416    -11.269100
      4.294250     -0.000636     -0.024858    -11.268757
      4.294375     -0.000701     -0.025189    -11.268485
      4.294500     -0.000751     -0.025407    -11.268342
      4.294625     -0.000546     -0.025767    -11.268312
      4.294750     -0.000220     -0.026205    -11.268326
      4.294875     -0.000016     -0.026537    -11.268323
      4.295000      0.000037     -0.026764    -11.268272
      4.295125     -0.000025     -0.026936    -11.268165
      4.295250     -0.000153     -0.027098    -11.267999
      4.295375     -0.000300     -0.027299    -11.267777
      4.295500     -0.000414     -0.027582    -11.267504
      4.295625     -0.000462     -0.027973    -11.267190
      4.295750     -0.000460     -0.028432    -11.266858
      4.295875     -0.000472     -0.028841    -11.266562
      4.296000     -0.000525     -0.029101    -11.266373
      4.296125     -0.000441     -0.029368    -11.266316
      4.296250     -0.000108     -0.029804    -11.266338
      4.296375      0.000187     -0.030193    -11.266369
      4.296500      0.000325     -0.030461    -11.266364
      4.296625      0.000326     -0.030647    -11.266305
      4.296750      0.000234     -0.030798    -11.266186
      4.296875      0.000098     -0.030962    -11.266011
      4.297000     -0.000034     -0.031184    -11.265782
      4.297125     -0.000115     -0.031505    -11.265505
      4.297250     -0.000133     -0.031921    -11.265196
      4.297375     -0.000134     -0.032349    -11.264892
      4.297500     -0.000179     -0.032659    -11.264662
      4.297625     -0.000209     -0.032855    -11.264561
      4.297750      0.000013     -0.033192    -11.264571
      4.297875      0.000343     -0.033596    -11.264622
      4.298000      0.000543     -0.033889    -11.264655
      4.298125      0.000588     -0.034074    -11.264639
      4.298250      0.000516     -0.034201    -11.264565
      4.298375      0.000375     -0.034318    -11.264432
      4.298500      0.000213     -0.034472    -11.264242
      4.298625      0.000082     -0.034707    -11.263999
      4.298750      0.000015     -0.035051    -11.263714
      4.298875     -0.000004     -0.035460    -11.263410
      4.299000     -0.000041     -0.035817    -11.263142
      4.299125     -0.000118     -0.036028    -11.262980
      4.299250     -0.000051     -0.036253    -11.262946
      4.299375      0.000261     -0.036649    -11.262987
      4.299500      0.000531     -0.037000    -11.263031
      4.299625      0.000646     -0.037235    -11.263036
      4.299750      0.000626     -0.037394    -11.262983
      4.299875      0.000517     -0.037526    -11.262866
      4.300000      0.000366     -0.037679    -11.262687
      4.300125      0.000224     -0.037899    -11.262450
      4.300250      0.000134     -0.038224    -11.262160
      4.300375      0.000109     -0.038651    -11.261833
      4.300500      0.000100     -0.039093    -11.261507
      4.300625      0.000044     -0.039419    -11.261250
      4.300750      0.000005     -0.039637    -11.261118
      4.300875      0.000215     -0.039998    -11.261091
      4.301000      0.000522     -0.040422    -11.261100
      4.301125      0.000690     -0.040729    -11.261086
      4.301250      0.000696     -0.040926    -11.261020
      4.301375      0.000579     -0.041062    -11.260892
      4.301500      0.000387     -0.041184    -11.260703
      4.301625      0.000171     -0.041341    -11.260455
      4.301750     -0.000018     -0.041579    -11.260153
      4.301875     -0.000142     -0.041925    -11.259808
      4.302000     -0.000220     -0.042336    -11.259444
      4.302125     -0.000314     -0.042695    -11.259116
      4.302250     -0.000446     -0.042909    -11.258895
      4.302375     -0.000429     -0.043142    -11.258804
      4.302500     -0.000166     -0.043545    -11.258789
      4.302625      0.000056     -0.043901    -11.258780
      4.302750      0.000126     -0.044143    -11.258734
      4.302875      0.000065     -0.044307    -11.258633
      4.303000     -0.000083     -0.044445    -11.258473
      4.303125     -0.000268     -0.044601    -11.258256
      4.303250     -0.000443     -0.044823    -11.257985
      4.303375     -0.000560     -0.045149    -11.257666
      4.303500     -0.000609     -0.045575    -11.257316
      4.303625     -0.000637     -0.046015    -11.256973
      4.303750     -0.000705     -0.046341    -11.256704
      4.303875     -0.000748     -0.046562    -11.256565
      4.304000     -0.000532     -0.046932    -11.256537
      4.304125     -0.000209     -0.047368    -11.256548
      4.304250     -0.000012     -0.047696    -11.256542
      4.304375      0.000034     -0.047921    -11.256488
      4.304500     -0.000031     -0.048092    -11.256377
      4.304625     -0.000161     -0.048256    -11.256208
      4.304750     -0.000307     -0.048460    -11.255983
      4.304875     -0.000420     -0.048748    -11.255707
      4.305000     -0.000466     -0.049144    -11.255390
      4.305125     -0.000463     -0.049605    -11.255057
      4.305250     -0.000477     -0.050012    -11.254761
      4.305375     -0.000530     -0.050271    -11.254574
      4.305500     -0.000438     -0.050544    -11.254518
      4.305625     -0.000103     -0.050983    -11.254539
      4.305750      0.000187     -0.051370    -11.254567
      4.305875      0.000322     -0.051638    -11.254560
      4.306000      0.000320     -0.051823    -11.254498
      4.306125      0.000228     -0.051976    -11.254377
      4.306250      0.000091     -0.052142    -11.254199
      4.306375     -0.000040     -0.052367    -11.253968
      4.306500     -0.000120     -0.052691    -11.253689
      4.306625     -0.000136     -0.053110    -11.253378
      4.306750     -0.000137     -0.053539    -11.253073
      4.306875     -0.000183     -0.053850    -11.252842
      4.307000     -0.000211     -0.054049    -11.252740
      4.307125      0.000014     -0.054390    -11.252749
      4.307250      0.000343     -0.054795    -11.252798
      4.307375      0.000542     -0.055089    -11.252828
      4.307500      0.000586     -0.055275    -11.252811
      4.307625      0.000514     -0.055404    -11.252735
      4.307750      0.000373     -0.055523    -11.252601
      4.307875      0.000212     -0.055678    -11.252410
      4.308000      0.000081     -0.055915    -11.252166
      4.308125      0.000015     -0.056260    -11.251880
      4.308250     -0.000005     -0.056670    -11.251575
      4.308375     -0.000041     -0.057029    -11.251305
      4.308500     -0.000118     -0.057242    -11.251140
      4.308625     -0.000053     -0.057468    -11.251103
      4.308750      0.000257     -0.057865    -11.251142
      4.308875      0.000527     -0.058216    -11.251186
      4.309000      0.000644     -0.058453    -11.251191
      4.309125      0.000625     -0.058612    -11.251138
      4.309250      0.000517     -0.058745    -11.251022
      4.309375      0.000366     -0.058898    -11.250844
      4.309500      0.000223     -0.059116    -11.250607
      4.309625      0.000132     -0.059439    -11.250318
      4.309750      0.000106     -0.059865    -11.249991
      4.309875      0.000097     -0.060308    -11.249664
      4.310000      0.000044     -0.060640    -11.249404
      4.310125      0.000003     -0.060860    -11.249268
      4.310250      0.000207     -0.061219    -11.249238
      4.310375      0.000517     -0.061646    -11.249246
      4.310500      0.000692     -0.061959    -11.249233
      4.310625      0.000704     -0.062162    -11.249168
      4.310750      0.000592     -0.062301    -11.249042
      4.310875      0.000404     -0.062425    -11.248854
      4.311000      0.000190     -0.062582    -11.248607
      4.311125      0.000001     -0.062819    -11.248307
      4.311250     -0.000126     -0.063163    -11.247962
      4.311375     -0.000204     -0.063574    -11.247597
      4.311500     -0.000297     -0.063939    -11.247264
      4.311625     -0.000429     -0.064160    -11.247037
      4.311750     -0.000424     -0.064387    -11.246939
      4.311875     -0.000167     -0.064788    -11.246920
      4.312000      0.000059     -0.065149    -11.246910
      4.312125      0.000135     -0.065395    -11.246865
      4.312250      0.000077     -0.065562    -11.246765
      4.312375     -0.000068     -0.065700    -11.246607
      4.312500     -0.000254     -0.065855    -11.246391
      4.312625     -0.000431     -0.066073    -11.246121
      4.312750     -0.000552     -0.066394    -11.245804
      4.312875     -0.000605     -0.066817    -11.245453
      4.313000     -0.000634     -0.067261    -11.245106
      4.313125     -0.000700     -0.067597    -11.244828
      4.313250     -0.000751     -0.067819    -11.244680
      4.313375     -0.000551     -0.068179    -11.244645
      4.313500     -0.000227     -0.068619    -11.244654
      4.313625     -0.000022     -0.068954    -11.244648
